review_id,source,app_name,author,rating,title,body,date,thumbs_up,version,compound,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_label,confidence,issue_categories
c7c63ed7-4be9-447c-94eb-86cc9ea56c5c,Google Play,Spotify,Stephanie Pope-Minnick,5.0,9.1.24.1739,I like that apology can play my music with me on anothernapp,2026-02-26,0,9.1.24.1739,0.6249,0.379,0.621,0.0,Positive,0.8125,Audio / Playback Issues
6847787f-9e24-4dda-8390-4e06b98d9500,Google Play,Spotify,Harry McGhee,5.0,,peak songs amazing wor k Spotify cuh,2026-02-26,0,,0.5859,0.388,0.612,0.0,Positive,0.793,General Feedback
eecc6ee6-3421-44ea-968e-8fb250b90f7a,Google Play,Spotify,Abs Lild,5.0,9.1.24.1739,world best 👌,2026-02-26,0,9.1.24.1739,0.6369,0.677,0.323,0.0,Positive,0.8185,General Feedback
72508649-3949-42c2-bc21-d517f179343b,Google Play,Spotify,Muhammad Bagir,1.0,8.8.2.434,too expensive,2026-02-26,2,8.8.2.434,0.0,0.0,1.0,0.0,Neutral,1.0,Subscription / Pricing
a47d0997-4fc9-4b80-8dec-59006ce58cf6,Google Play,Spotify,RANDY R,2.0,9.1.24.1739,works great. the AI DJ is horrible. will be leaving cause of another price increase. now that are getting way to greedy.,2026-02-26,4,9.1.24.1739,0.1531,0.205,0.609,0.186,Positive,0.5766,Subscription / Pricing
56b47bcc-df42-4058-add3-18dfd81fb27f,Google Play,Spotify,Lorenzo cominos,1.0,9.1.24.1739,"after being a loyal customer for probably close to two decades now I was forced to delete my account and start over because the app wouldn't accept that I was a paying subscriber and kept forcing obscene amounts of ads into my music. I lost 15 years of collected music and Playlists from that and I'm utterly disgusted with Spotify. It would play 3 minutes of ads, then start over with the same ads. I would pay more for something completely different just to not support Spotify at this point.",2026-02-26,358,9.1.24.1739,-0.9029,0.052,0.773,0.176,Negative,0.9515,"Login / Authentication, Audio / Playback Issues, Search Functionality, Customer Support"
79e2d314-bb0b-4914-8eb0-fc5261b8dd99,Google Play,Spotify,Kelsi Taylor,5.0,9.1.24.1739,the best love listening to music when coming home from school 🎒😁,2026-02-26,0,9.1.24.1739,0.8555,0.457,0.543,0.0,Positive,0.9278,Audio / Playback Issues
6cd5adcb-2c7d-41f0-99bf-0d2be90cae80,Google Play,Spotify,Nicole Sharpe,5.0,,I love it but I do not have it,2026-02-26,0,,0.3818,0.245,0.755,0.0,Positive,0.6909,General Feedback
167ec157-83dc-4e58-b38e-450145806f84,Google Play,Spotify,Emmanuel,5.0,9.1.24.1739,VERY. GOOD,2026-02-26,0,9.1.24.1739,0.6867,0.7,0.3,0.0,Positive,0.8434,General Feedback
f1f4b109-8e89-4a20-bc6b-c4acfe5c4cb2,Google Play,Spotify,Lucita Garga,5.0,,ilay ❣️❣️,2026-02-26,0,,0.0,0.0,1.0,0.0,Neutral,1.0,General Feedback
a3eb903a-ea6d-4979-91c6-e01169b33827,Google Play,Spotify,FBI I am waching you,5.0,9.1.24.1739,Just free easy good music,2026-02-26,0,9.1.24.1739,0.8442,0.752,0.248,0.0,Positive,0.9221,"Audio / Playback Issues, Subscription / Pricing"
96833207-36da-4e59-9071-f4c783a2a681,Google Play,Spotify,Chukwujekwu Kingsley,5.0,9.1.24.1739,"Best Music app ever, I can save and play each and every artist's Playlist anytime",2026-02-26,0,9.1.24.1739,0.8689,0.43,0.57,0.0,Positive,0.9345,"Audio / Playback Issues, Search Functionality"
ac834491-b2bd-40bd-9b31-73abd29a32d8,Google Play,Spotify,Chuck Walton,5.0,9.1.24.1739,Spotify has made it much easier if when there is an update to the app and is not working correctly. Just uninstall and then reinstall app. Than get a reset through your email and your up and running in no time. Also loads of music to choose from no matter what your preference is.,2026-02-26,1,9.1.24.1739,0.1346,0.048,0.895,0.056,Positive,0.5673,"Audio / Playback Issues, Notifications"
b2874f22-a34b-4c40-a90b-41e509878ba0,Google Play,Spotify,Stefany Cantil,3.0,9.1.24.1739,"Finalmente adicionaram a feature (bugada) q permite decidir se a música toca logo após a que está tocando ou se quer add ela no fim da fila. O problema é que fizeram isso de um jeito desnecessariamente complicado, quando poderia ser bem + simples. Ex: no YT Music vc simplesmente clica nos 3 pontinhos ao lado da faixa e escolhe entre Play Next ou Add to Queue. Tão simples! No YT tbm é mais fácil achar a discografia completa do artista. Só uso Spotify pq ele integra com a Alexa.",2026-02-26,0,9.1.24.1739,-0.5411,0.025,0.902,0.072,Negative,0.7706,"Performance / Speed, Audio / Playback Issues, Feature Requests"
b0c6ec29-2aef-4542-a35c-70bb3504a020,Google Play,Spotify,No caller Id,5.0,9.1.24.1739,Just the best experience,2026-02-26,0,9.1.24.1739,0.6369,0.512,0.488,0.0,Positive,0.8185,General Feedback
47125042-d51f-4e21-95b0-a6fa549b8e76,Google Play,Spotify,Alex Palacios,5.0,9.1.24.1739,good but some songs are not the original version,2026-02-26,0,9.1.24.1739,-0.1263,0.157,0.646,0.197,Negative,0.5632,General Feedback
d625b3a8-730b-43e9-8a50-fbf17ddc6516,Google Play,Spotify,Harfri Lazuardi,1.0,9.0.22.543,"lagi dengerin lagu tiba tiba logout sendiri. log in lagi, lagu belum selesai ke logout lagi. 3x kaya gini langsung uninstal.",2026-02-26,0,9.0.22.543,0.0,0.0,1.0,0.0,Neutral,1.0,"Login / Authentication, Performance / Speed"
b28b0ffb-9fb4-4065-8ac1-c8386ad4fc20,Google Play,Spotify,Nicole Dorado,1.0,,hell nah,2026-02-26,2,,-0.7184,0.0,0.0,1.0,Negative,0.8592,General Feedback
03ca7e62-e589-4818-a455-33d1c5b9faca,Google Play,Spotify,Julian Caballos,5.0,9.1.24.1739,just 😊 good,2026-02-26,0,9.1.24.1739,0.4404,0.592,0.408,0.0,Positive,0.7202,General Feedback
0e2dd703-0e32-4cd4-9b7c-c6e80ad640ef,Google Play,Spotify,María R,1.0,9.0.8.127,"Hace más de 15 años que uso spotify y hoy me voy definitivamente. Estoy cansada de anuncios, subidas de precio para luego no pagar nada a los artistas.",2026-02-26,13,9.0.8.127,-0.296,0.0,0.927,0.073,Negative,0.648,General Feedback
512e8814-4f0d-4ed5-a228-e6b54702fd47,Google Play,Spotify,Lydia Lawson,2.0,,"it gets worse and worst every update, it seems. more adds, you can't choose your song anymore, and if you skip a song it will start playing songs off of Playlist",2026-02-26,4,,-0.7506,0.049,0.757,0.195,Negative,0.8753,"Audio / Playback Issues, Search Functionality, Feature Requests"
78120064-fd58-4c10-b57b-2a9e261a84f0,Google Play,Spotify,Michelle Spivey,5.0,9.1.22.1630,good playlists,2026-02-26,0,9.1.22.1630,0.4404,0.592,0.408,0.0,Positive,0.7202,"Audio / Playback Issues, Search Functionality"
957b0be0-4258-441a-9c40-ce24c78f0ffd,Google Play,Spotify,Paula Williams,5.0,9.1.24.1739,love it,2026-02-26,0,9.1.24.1739,0.6369,0.677,0.323,0.0,Positive,0.8185,General Feedback
007eb87d-fad1-48c0-9356-3a1e8037acc4,Google Play,Spotify,Lloyd,4.0,9.1.24.1739,"The AI is buggy and crashes when I use the voice request function.. pls fix it, and yeah more discounts per a month or two so that regular users will come back and subscribe :}",2026-02-26,0,9.1.24.1739,0.3612,0.096,0.904,0.0,Positive,0.6806,"App Crashes / Freezing, Feature Requests"
824ad1d1-ddf4-4d66-94ee-c8e156fc131a,Google Play,Spotify,Benjamin Deal,1.0,,used for 7 years now it's full of ai slop,2026-02-26,0,,0.0,0.0,1.0,0.0,Neutral,1.0,General Feedback
020e2a97-eece-407d-b6e1-f5e0e0138177,Google Play,Spotify,Victor Reyes,1.0,9.1.24.1739,took off a song I like,2026-02-26,1,9.1.24.1739,0.3612,0.294,0.706,0.0,Positive,0.6806,General Feedback
7ab2a7a0-2985-4c20-9551-2364c076a4cc,Google Play,Spotify,Jo Swinburne,4.0,9.1.24.1739,its all here,2026-02-26,0,9.1.24.1739,0.0,0.0,1.0,0.0,Neutral,1.0,General Feedback
9155029d-c581-40a8-aa8d-a67aa5d26505,Google Play,Spotify,송형진,5.0,9.1.24.1739,good but premium ads are so irritating,2026-02-26,0,9.1.24.1739,-0.6541,0.147,0.453,0.4,Negative,0.8271,Subscription / Pricing
570edd50-785c-41c7-b9e0-742a4edee7ea,Google Play,Spotify,Edmundo Oronan,5.0,9.1.2.1253,goods🥰🥰🥰,2026-02-26,0,9.1.2.1253,0.0,0.0,1.0,0.0,Neutral,1.0,General Feedback
4d2c4189-2409-421f-8034-f2658b7b79e0,Google Play,Spotify,Dave Rucker,2.0,9.1.24.1739,"I drive around for work all day. Roughly 75% of the time when I get back in the car to start driving again, the app has completely forgotten my progress on a podcast that I was listening to 20 minutes previously. I'll be 30+ minutes into a podcast, but I start the car and connect to Bluetooth and it starts right back at the beginning. Also having a premium account and hearing ads as part of Spotify podcasts sucks.",2026-02-26,0,9.1.24.1739,-0.4243,0.024,0.918,0.058,Negative,0.7122,"Login / Authentication, Subscription / Pricing"
1f115c61-4a76-405b-8022-35b11f67eee5,Google Play,Spotify,Jefferson Dagdagan,1.0,9.1.24.1739,pati ba naman pagpili ng kanta kailangan pa mag bayad wag na,2026-02-26,0,9.1.24.1739,-0.0516,0.0,0.909,0.091,Negative,0.5258,General Feedback
a3831f4e-cdec-4979-8eb5-014bf54c6ad4,Google Play,Spotify,Princess Wiliams,5.0,9.1.24.1739,I love this app I can listen to my music anywhere,2026-02-26,0,9.1.24.1739,0.6369,0.276,0.724,0.0,Positive,0.8185,Audio / Playback Issues
b345b9af-5983-427c-8307-1007c53b6a7f,Google Play,Spotify,Bernice Adobea,5.0,9.1.22.1630,It gud tho,2026-02-26,0,9.1.22.1630,0.0,0.0,1.0,0.0,Neutral,1.0,General Feedback
e156ce80-7060-4a78-a810-d922d62117ed,Google Play,Spotify,Bonbon Be Me,5.0,9.1.24.1739,the best,2026-02-26,0,9.1.24.1739,0.6369,0.677,0.323,0.0,Positive,0.8185,General Feedback
64860286-75f4-47d5-8785-7a77549a3918,Google Play,Spotify,Nevaeh Williams,5.0,9.1.24.1739,I think it was good for me.Nice quality music. Love Spotify!,2026-02-26,0,9.1.24.1739,0.8122,0.425,0.575,0.0,Positive,0.9061,Audio / Playback Issues
4046031a-082e-4a95-a4db-a76f25283475,Google Play,Spotify,Paul Billingsley,5.0,9.1.24.1739,Great listening as well as on-demand music searches make me smile! keep up the good work everyone at Spotify.,2026-02-26,0,9.1.24.1739,0.8977,0.426,0.574,0.0,Positive,0.9488,"Audio / Playback Issues, Search Functionality"
80e99d53-3817-4397-bfdb-4c4bd956f640,Google Play,Spotify,Adam Perez,5.0,9.1.24.1739,amazing and functional,2026-02-26,0,9.1.24.1739,0.5859,0.559,0.441,0.0,Positive,0.793,General Feedback
4bfac7d5-16f3-4800-b3cd-62eca98b9de2,Google Play,Spotify,Selena Wolfe,3.0,,Spotify's song recs suck.,2026-02-26,0,,-0.4404,0.0,0.508,0.492,Negative,0.7202,General Feedback
33fa7740-b2d4-48a7-b1e9-e062b39fa574,Google Play,Spotify,Damon Williams,2.0,9.1.24.1739,Very good app but the problem is too many ads and doesn't continue the songs and when I make my selection got to subscribe or pay for music,2026-02-26,0,9.1.24.1739,-0.4684,0.063,0.782,0.155,Negative,0.7342,Audio / Playback Issues
d9c1fda5-a167-4e76-acd5-73f852eb184b,Google Play,Spotify,Mindy McCormack,5.0,9.1.24.1739,Better variety than Amazon music!,2026-02-26,0,9.1.24.1739,0.5983,0.55,0.45,0.0,Positive,0.7992,Audio / Playback Issues
68853e54-0f43-4566-9061-641cd66bff4e,Google Play,Spotify,Fariah afuWape,5.0,,This app is really good has good quality and u can follow your favourite artist or like their song,2026-02-26,0,,0.8341,0.356,0.644,0.0,Positive,0.917,Audio / Playback Issues
50b8cf0d-4837-4b0a-ac6b-a727d15e2b07,Google Play,Spotify,Roslyn Fitzpatrick,4.0,9.1.24.1739,"They have so much music available! It's easy to listen to music without WiFi, and I love the music video feature. Although I have Premium, I know that without Premium, the app is basically trash because of limited skips and ads, and that's why my review is 4, not 5 stars.",2026-02-26,0,9.1.24.1739,0.7574,0.127,0.841,0.033,Positive,0.8787,"Audio / Playback Issues, Subscription / Pricing, Feature Requests"
d3986327-6fa3-41fd-b2d9-dcb69152c2a3,Google Play,Spotify,Darwin Wambua,4.0,9.1.24.1739,i love the app,2026-02-26,0,9.1.24.1739,0.6369,0.512,0.488,0.0,Positive,0.8185,General Feedback
ba665932-e16f-4741-8ce4-82662d1753a9,Google Play,Spotify,Udhyog Bahadur Khadka (Khadka),5.0,9.0.2.459,Thank you for your support me and my YouTube channel growth I hope I can get souport all artists groups from there.,2026-02-26,0,9.0.2.459,0.8658,0.36,0.64,0.0,Positive,0.9329,Customer Support
52e499de-7f11-435b-975f-dbf4de5bf794,Google Play,Spotify,dylan c poginy,1.0,9.1.24.1739,"The offline section that I pay for can't be accessed while offline. It completely defeated the point in paying for the app. After 6 years this app has been ruined with the latest and ""greatest"" updates. Don't waste your money here! pay for YouTube premium if you want a playlist without ads.",2026-02-26,1,9.1.24.1739,-0.4124,0.122,0.683,0.195,Negative,0.7062,"Audio / Playback Issues, UI / Design, Subscription / Pricing, Search Functionality, Feature Requests"
0ff58d38-f152-4a70-90bd-ca557252129f,Google Play,Spotify,Rick Flair,4.0,9.0.84.1338,"Great autoplay choices, truly amazing. Free premium for the first month or w/e was a great idea. Premium definitely worth it. Would appreciate better playlist capabilities like ""add to start"", multiselect, select all, something similar to shift + select on Windows to select all between 2 entries and also moving multiple entries at a time.",2026-02-26,0,9.0.84.1338,0.9833,0.402,0.598,0.0,Positive,0.9916,"Audio / Playback Issues, Subscription / Pricing, Search Functionality, Feature Requests"
e15767c6-dcb3-4f34-9906-255a1c8651b6,Google Play,Spotify,Joshua Crane,5.0,9.1.24.1739,its good 👍,2026-02-26,0,9.1.24.1739,0.4404,0.592,0.408,0.0,Positive,0.7202,General Feedback
247c5aa5-4b10-4daa-9a46-d5b52a7624e1,Google Play,Spotify,Armani Soto,5.0,9.1.24.1739,it a good apppllllppp if 58 jq,2026-02-26,0,9.1.24.1739,0.4404,0.293,0.707,0.0,Positive,0.7202,General Feedback
8e00e0c4-d0a5-4e50-a0a9-0a38fe7a87b2,Google Play,Spotify,Angela Cole,5.0,9.1.24.1739,Best Music and Podcast spot,2026-02-26,0,9.1.24.1739,0.6369,0.457,0.543,0.0,Positive,0.8185,Audio / Playback Issues
f733d2d5-a304-4a36-a24b-2ecd4ae51c17,Google Play,Spotify,Engr Ifiok ekong,4.0,9.1.6.1145,awesome,2026-02-26,0,9.1.6.1145,0.6249,0.804,0.196,0.0,Positive,0.8125,General Feedback
b26cf824-11b5-4e27-a2c7-c8c22068f0a2,Google Play,Spotify,Sean Peters,1.0,9.1.24.1723,"why am I getting ads on a paid, premium account?",2026-02-26,1,9.1.24.1723,0.0,0.0,1.0,0.0,Neutral,1.0,"Login / Authentication, Subscription / Pricing"
47263c90-7530-4061-b60c-756a0b4fe69d,Google Play,Spotify,Angela Winward,5.0,9.1.24.1739,love it,2026-02-26,0,9.1.24.1739,0.6369,0.677,0.323,0.0,Positive,0.8185,General Feedback
79c8c0da-723d-465a-a920-e8c452496f15,Google Play,Spotify,Shane Osko,5.0,9.1.24.1739,buncha adds but it's cool,2026-02-26,0,9.1.24.1739,0.4497,0.371,0.629,0.0,Positive,0.7248,Feature Requests
5486b304-b4af-4a71-9e46-d747e1b61c96,Google Play,Spotify,Matt Brady,1.0,9.1.24.1739,You can't delete your listen history. The podcast comment review process is horrible. I have had a comment in review for 19 hours. It's gotten worse for me since I made this review. I went to their online help and it's like they couldn't even understand the language I speak.,2026-02-26,0,9.1.24.1739,-0.34,0.088,0.799,0.112,Negative,0.67,Customer Support
8cdc2088-3273-43c7-ae24-a6b60d2aa22a,Google Play,Spotify,Emmet Bayless,2.0,9.1.24.1739,doesn't let me play sound on my pixel jen 1 watch and I have to play it on a bluetooth speaker,2026-02-26,0,9.1.24.1739,0.0936,0.098,0.818,0.083,Positive,0.5468,Audio / Playback Issues
6d9d6d9d-7bc4-486b-adcb-25ae5007faf4,Google Play,Spotify,Ayushi Arya,1.0,,little to no features available for free users. better charge a fee for installing this through play stores only.,2026-02-26,0,,0.7703,0.337,0.588,0.075,Positive,0.8851,"Audio / Playback Issues, Subscription / Pricing, Feature Requests"
1d8b638f-0d95-4841-ad0e-f53b7a4c1ac2,Google Play,Spotify,Monique Plumey,5.0,9.1.24.1739,"Always has what I want to listen too, including my audio books 🥰📚",2026-02-26,0,9.1.24.1739,0.0772,0.098,0.902,0.0,Positive,0.5386,"Audio / Playback Issues, Feature Requests"
9c361abd-c228-4dc2-a276-75df17b6fa2e,Google Play,Spotify,Leo Qhawe Kalala,5.0,9.1.24.1739,very Smart music app🔥,2026-02-26,0,9.1.24.1739,0.4576,0.428,0.572,0.0,Positive,0.7288,Audio / Playback Issues
b4b06c01-cf72-4a1c-b8e0-1cd758c533e6,Google Play,Spotify,Dax Roberts,1.0,9.1.24.1739,lol I give you guys a bad review in reply when I cancel my premium and now the app won't open on any of my devices. real mature Spotify. lol bye I'm gonna go to Tidal,2026-02-26,0,9.1.24.1739,0.4404,0.183,0.697,0.12,Positive,0.7202,"Subscription / Pricing, Customer Support"
6206aee2-5669-46f2-adf4-b6a281588132,Google Play,Spotify,Emmanuel Victor,5.0,,good 0,2026-02-26,0,,0.4404,0.744,0.256,0.0,Positive,0.7202,General Feedback
f5cb7413-0476-4977-ac28-960808b5ff38,Google Play,Spotify,Thiago Künsch,1.0,9.0.90.1229,I have installed Spotify only to listen to podcasts... but it is simply unusable in the free tier. You can't even reorder the episodes you want to listen to. That is a one start app for me.,2026-02-26,0,9.0.90.1229,0.7096,0.141,0.859,0.0,Positive,0.8548,"Subscription / Pricing, Feature Requests"
786a68da-097b-4b93-a9f4-fead7040c25e,Google Play,Spotify,Wendy Pauly,5.0,9.1.24.1739,we love it,2026-02-26,0,9.1.24.1739,0.6369,0.583,0.417,0.0,Positive,0.8185,General Feedback
7c6fbc51-d317-4766-a55c-437b54a9a11a,Google Play,Spotify,Deacon,3.0,9.1.24.1739,UI experience could be better,2026-02-26,0,9.1.24.1739,0.4404,0.367,0.633,0.0,Positive,0.7202,UI / Design
7626d9be-0e6d-44cb-92b6-6fde1b41d5c0,Google Play,Spotify,Andrew Smith,1.0,9.1.24.1739,what is going on with this App? everytime I listen to a podcast when I turn it back on it restarts especially when using Android Auto. plus JRE glitches more than any other show. please fix,2026-02-26,0,9.1.24.1739,0.3182,0.06,0.94,0.0,Positive,0.6591,General Feedback
54a8eef3-7020-4758-9fb8-e5833edeba4f,Google Play,Spotify,Owen Lovelace,2.0,9.1.24.1739,learn what shuffle means and we good,2026-02-26,0,9.1.24.1739,0.4404,0.293,0.707,0.0,Positive,0.7202,General Feedback
1735b1af-878d-40dc-a90c-c356371cf157,Google Play,Spotify,Franco gabriel Magsaysay,3.0,9.1.24.1739,My Spotify Premium downloads keep getting automatically removed without the song being removed from my playlists,2026-02-26,1,9.1.24.1739,0.0,0.0,1.0,0.0,Neutral,1.0,"Audio / Playback Issues, Subscription / Pricing, Search Functionality"
5f071c5e-e639-427c-92e4-9f454c4690fb,Google Play,Spotify,sleapy j,2.0,9.1.24.1739,"Your auto connect phone to computer settings I can't turn off is infuriating. And add a phone number for customer support your ""people"" aren't convincing.",2026-02-26,0,9.1.24.1739,-0.3935,0.126,0.695,0.179,Negative,0.6967,"Customer Support, Feature Requests"
d2ab5407-4e77-47e7-b72f-45c871356eec,Google Play,Spotify,Khal,1.0,,Actual worst app for music,2026-02-26,0,,-0.6249,0.0,0.494,0.506,Negative,0.8125,Audio / Playback Issues
36024626-2944-46f5-90db-aebb19bcccb2,Google Play,Spotify,Mark Jackson,5.0,9.1.24.1739,by far you beat YouTube music the only reason they would be ahead of you is because they started before you other than that you're number one,2026-02-26,0,9.1.24.1739,0.0772,0.046,0.954,0.0,Positive,0.5386,Audio / Playback Issues
ef8e5757-7209-4d8a-95f2-d646307acde6,Google Play,Spotify,Alina,5.0,9.1.22.1630,"Після того, як забрали ліміт на перемотування і можна слухати будь-яку пісню програма стала максимально удобною і естетично гарна. Я на тв завантажила, удобне керування❤️‍🩹",2026-02-26,0,9.1.22.1630,0.0,0.0,1.0,0.0,Neutral,1.0,General Feedback
f9b9b633-8ab2-4f28-aee5-553f36e305eb,Google Play,Spotify,Aya Ahmed,5.0,9.1.24.1739,"Very nice But if you could make some of the premium features available to regular users, it would be a better and more efficient application.",2026-02-26,0,9.1.24.1739,0.876,0.304,0.696,0.0,Positive,0.938,"Subscription / Pricing, Feature Requests"
7f42549d-7a46-471e-8de4-5c0250a3710f,Google Play,Spotify,Ihsaan RAFI,5.0,,this is just the best website to listens on songs,2026-02-26,0,,0.6369,0.318,0.682,0.0,Positive,0.8185,General Feedback
